Fecha,Ubicacion,Colonia,Municipio,Address,Tipo,Google Maps URL,latitude,longitude
44066,CALLE 38 NORTE NUM 1016 ESQ 10 ORIENTE,LOS REMEDIOS,PUEBLA,"LOS REMEDIOS, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0388739,-98.1857745",19.0388739,-98.1857745
44079,SAN FRANCISCO ESQ ALCATRAZ,ARBOLEDAS DE SANTA LUCIA,PUEBLA,"ARBOLEDAS DE SANTA LUCIA, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=20.1937749,-97.3489729",20.1937749,-97.3489729
44081,PINO SUARES LOTE 2 MZ 10 ENTRE PRESA Y LUZ,GUADALUPE HIDALGO,PUEBLA,"GUADALUPE HIDALGO, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.9788043,-98.2472773",18.9788043,-98.2472773
44108,CALLE JOSE MARIA MORELOS,AYEHUALULCO BARRIO,ZACATLÁN,"AYEHUALULCO BARRIO, ZACATLÁN, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.9501516,-97.9583516",19.9501516,-97.9583516
44112,CALLE SANTA ELVIRA MAN 2 LOTE 1 ESQ CAMINO VIEJO A BALCONES,SANTA LUCIA,PUEBLA,"SANTA LUCIA, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=20.1937749,-97.3489729",20.1937749,-97.3489729
44117,REFORMA ESQ 11 SUR,PUEBLA CENTRO,PUEBLA,"PUEBLA CENTRO, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0437335,-98.1980244",19.0437335,-98.1980244
44131,"CATEMACO ESQUINA CANTERA - 19.039444, -98.129914",VERACRUZ,PUEBLA,"VERACRUZ, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.083251,-98.1681636",19.083251,-98.1681636
44137,RAYON NUM 30 - ALDAMA,IGNACIO ROMERO VARGAS,PUEBLA,"IGNACIO ROMERO VARGAS, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0754163,-98.24659349999999",19.0754163,-98.2465935
44158,CALLE HIDALGO NUM 306 ESQ 3 SUR,LA LIBERTAD,PUEBLA,"LA LIBERTAD, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0707136,-98.23633749999999",19.0707136,-98.2363375
44196,RETORNO DE LA 6 ORIENTE B 2055 CASA 1,FRACCIONAMIENTO MAGNOLIAS,PUEBLA,"FRACCIONAMIENTO MAGNOLIAS, PUEBLA, Pue",VIOLACION,"https://www.google.com/maps/search/?api=1&query=19.1031307,-98.2163423",19.1031307,-98.2163423
44239,12 PTE NUM 2111 - DIAG DEF DE LA REP,JESÚS GARCÍA,PUEBLA,"JESÚS GARCÍA, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0563575,-98.21104539999999",19.0563575,-98.2110454
44264,SAN JUAN DIEGO NUM 65 ESQ MARIA REYNA,FRACCIONAMIENTO BARRIO ARBOLEDAS,PUEBLA,"FRACCIONAMIENTO BARRIO ARBOLEDAS, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.9845265,-98.2014777",18.9845265,-98.2014777
44340,DOMICILIO CONOCIDO,CUAUTEMPAN,CUAUTEMPAN,"CUAUTEMPAN, CUAUTEMPAN, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.9151212,-97.79496940000001",19.9151212,-97.7949694
44350,12 SUR 11305 -,LOS HÉROES 2DA SECC,PUEBLA,"LOS HÉROES 2DA SECC, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0243882,-98.2467991",19.0243882,-98.2467991
44402,CERRADA SANTA CECILIA DEPART 1 MOD 5 -ANDADOR SANTA ROSA Y 20 SUR,LAS TERRAZAS,PUEBLA,"LAS TERRAZAS, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0414398,-98.2062727",19.0414398,-98.2062727
44416,CALLE ENCINO 348 - 5 SUR,EL CERRITO,PUEBLA,"EL CERRITO, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0177731,-98.2165132",19.0177731,-98.2165132
44433,AVENIDA CONSTITUYENTES - ARTICULO 21,CONSTITUCIÓN MEXICANA,PUEBLA,"CONSTITUCIÓN MEXICANA, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.9557022,-98.23633749999999",18.9557022,-98.2363375
44494,CALLE 16 DE SEPTIEMBRE - DR GONZALO BAUTISTA,GRAL IGNACIO ZARAGOZA,PUEBLA,"GRAL IGNACIO ZARAGOZA, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0414398,-98.2062727",19.0414398,-98.2062727
44512,"USUARIA: OFELIA MONTALVO MONTALVO EDAD: 33 AÑOS FECHA DE NACIMIENTO: 3 ABRIL DE 1988 OCUPACIÓN: AMA DE CASA ORIGINARIA DE CHICHICAPA, AJALPAN, PUEBLA NÚMERO TELEFONICO: 2215279610 HIJOS: SOLO LA MENOR DE 12 AÑOS. NOMBRE DEL PR: AARON MARTINEZ LIRA PARENTESCO: PAREJA DESDE HACE UN AÑO APROXIMADAMENTE DE LA C. OFELIA. EDAD: 39 AÑOS FECHA DE NACIMIENTO: 27 DIC 1981 OCUPACIÓN: TRABAJA VENDIENDO ELOTES EN LA CENTRAL DE ABASTOS ORIGINARIO DE TEPETLAMPA, AJALPAN, PUEBLA. FACTORES DE RIESGO: CONSUME ALCOHOL. MENOR DE EDAD VÍCTIMA DE VIOLACIÓN NOMBRE: MAGALI PANTALEON MONTALVO DE 12 AÑOS DE EDAD CON FECHA DE NACIMIENTO 09 DE DICIMBRE DEL 2008 TEL 2226807570 DESCRIPCIÓN DEL SUCESO: AL LLEGAR AL LUGAR PRIMER RESPONDIENTE OFICIAL DAVID RAMIREZ TEMOALZA MAS 1 EN LA UNIDAD VP 125 NOS ENTREVISTAMOS CON LA MADRE DE LA MENOR MISMA QUE REFIERE QUE EL DIA DE HOY MANDA A SU HIJA A PONER MERCANCIA EN LA TIENDA Y TIENEN UNA DISCUSIÓN PORQUE LA MENOR NO QUIERE HACERLO, AL PREGUNTARLE QUE ES LO QUE LE PASA Y PORQUE EN ÚLTIMOS DÍAS LE PONE CARAS Y ESTA MOLESTA CON ELLA, LE DICE QUE LE TENGA CONFIANZA Y LE DIGA A LO QUE LA MENOR LE RESPONDE QUE SU PAPÁ AARON LA VIOLABA DESDE HACE VARIOS MESES USUARIA AL ESCUCHAR ESTO LE RECLAMA AL PR CON ÉL QUE TIENE UN AÑO VIVIENDO MISMO QUE LE DICE QUE NO ERA CIERTO QUE SOLO LA HABÍA TOCADO PERO PORQUE LA MENOR SE LE INSUNUABA, AL DISCUTIR LA SITUACIÓN, ÉL LE DICE QUE SE VA A ENTREGAR PERO HASTA EL DÍA DE MAÑANA, SE SALE PONE CANDADO Y DEJA ENCERRADAS EN EL DOMICILIO DONDE RENTAN A USUARIA Y A LA MENOR, LOGRAN SALIR LA VENTANA LO ALCANZAN Y SE SUBEN AL CARRO DICIENDOLE QUE EN ESE MOMENTO FUERAN A DENUNCIAR, PR LES DICE: ""VAMOS A MATARNOS"" LAS ANDUVO PASEANDO EN EL VEHÍCULO SE ESTACIONO Y SE BAJO EN 3 NORTE Y 10 DE MAYO SAN JOSÉ LOS CERRITOS, DICIENDO QUE IBA A VER A UN AMIGO, SE LLEVO LAS LLAVES, Y USUARIA LO QUISO ALCANZAR PERO SE DIO A LA FUGA LO QUE REGRESA AL VEHÍCULO DONDE SE HABIA QUEDADO SOLA LA MENOR, POSTERIORMENTE LO VIO PASAR EN UNA CAMIONETA, MARCANDO AL 9-1-1 Y SOLICTANDO APOYO DE LA GRUA PARA TRASLADAR EL VEHÍCULO A SU DOMICILIO DONDE RENTAN EN AQUILES SERDÁN NÚM 1012 AMPLIACIÓN MOMOXPAN. CABE MENCIONAR QUE USUARIA REFIERE QUE PR TRAÍA $50, 000 EN SU PODER DE UN PRESTAMO. 02:12 HORAS EN EL DOMICILIO DE LA PETICIONARIA EN CUAUTLANCINGO DEJANDO EL VEHÍCULO DERBY COLOR GRIS CON METALICA NHN3975 PARA POSTERIORMENTE REALIZAR ACOMPAÑAMIENTO AL HOSPITAL DE LA MUJER. AL ARRIBAR AL DOMICILIO USUARIA NOS MUESTRA MENSAJE QUE ACABABA DE RECIBIR DE WHATS APP PARTE DEL PR DONDE LE DICE QUE DEJE LAS COSAS ASÍ, QUE NO SE META CON SU FAMILIA Y QUE EL NO LE HIZO NADA A LA MENOR, QUE ELLA LO PROVOCO. 02:58 HORAS ARRIBAMOS AL HOSPITAL DE LA MUJER PARA APLICACIÓN DE LA NORMA 046 A LA MENOR 03:14 HORAS PERSONAL MÉDICO DR JUAN JOSÉ TOXTLE GUEVARA APLICA PROTOCOLO. 05:00 HORAS TRABAJADORA SOCIAL OTORGA CARNET DE CITAS PARA SU SEGUIMIENTO 05:47 HORAS SE DEJA A USUARIA Y A LA MENOR EN SU DOMICILIO PARA QUE MAS TARDE APROXIMADAMENTE A LAS 09:00 ACUDAN A REALIZAR SU DENUNCIA A LA AGENCIA DEL MINISTERIO PÚBLICO DE CUAUTLANCINGO.",FRACCIONAMIENTO ARCOS DE SANTA CRUZ,PUEBLA,"FRACCIONAMIENTO ARCOS DE SANTA CRUZ, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0414398,-98.2062727",19.0414398,-98.2062727
44590,ALBA 14 SUR NUMERO 11,FRACCIONAMIENTO ARCOS DEL ALBA,HUEJOTZINGO,"FRACCIONAMIENTO ARCOS DEL ALBA, HUEJOTZINGO, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.1600579,-98.3917946",19.1600579,-98.3917946
44598,,BARRIO SAN PEDRO,TEPEXI DE RODRÍGUEZ,"BARRIO SAN PEDRO, TEPEXI DE RODRÍGUEZ, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.5771894,-97.92251700000001",18.5771894,-97.922517
44612,113 PTE 1103 ESQ 11SUR,FRACCIONAMIENTO SAN FRANCISCO MAYORAZGO,PUEBLA,"FRACCIONAMIENTO SAN FRANCISCO MAYORAZGO, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.9938027,-98.24551319999999",18.9938027,-98.2455132
44619,,INDEPENDENCIA,PUEBLA,"INDEPENDENCIA, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.072222,-98.25206399999999",19.072222,-98.252064
44631,AZTECA MANZANA 55 LOTE 1 ESQ NEZAHUALCOYOTL,SANTA CLARA OCOYUCAN,OCOYUCAN,"SANTA CLARA OCOYUCAN, OCOYUCAN, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.9708332,-98.2916666",18.9708332,-98.2916666
44643,"CALLE RADIAL ZAPATA S-N - 19.03496, -98.27018",ATLIXCO,ATLIXCO,"ATLIXCO, ATLIXCO, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.9131227,-98.4293891",18.9131227,-98.4293891
44653,AVENIDA LAS TORRES 2 - AVENIDA EL PROGRESO,FRACCIONAMIENTO HACIENDA LAS FUENTES,PUEBLA,"FRACCIONAMIENTO HACIENDA LAS FUENTES, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.962982,-98.252128",18.962982,-98.252128
44657,LAURELES S-N ESQ JIRASOLES,OCOYUCAN,OCOYUCAN,"OCOYUCAN, OCOYUCAN, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.9416539,-98.3197946",18.9416539,-98.3197946
44665,ESMERALDA NUMERO 3 - TIERRA Y LIBERTAD,MIRAVALLE,PUEBLA,"MIRAVALLE, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.1056968,-98.19601089999999",19.1056968,-98.1960109
44666,AVENIDA 5 DE MAYO - 30 OTE,REAL SAN PEDRO,SAN PEDRO CHOLULA,"REAL SAN PEDRO, SAN PEDRO CHOLULA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0765234,-98.2999457",19.0765234,-98.2999457
44666,PRIVADA 143 B PONIENTE 2902 - 27 C SUR,NUEVA JERUSALÉN,PUEBLA,"NUEVA JERUSALÉN, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0733299,-98.2545258",19.0733299,-98.2545258
44668,"PRIV, HUTZOL ESQ CALLE MOCTEZUMA",ALBERTO DE LA FUENTE,PUEBLA,"ALBERTO DE LA FUENTE, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0854943,-98.25206399999999",19.0854943,-98.252064
44676,MANZANARES NUM 8 - TOLOXA Y NIÑOS HEROES,SAN SEBASTIÁN TEPALCATEPEC,JUAN C. BONILLA,"SAN SEBASTIÁN TEPALCATEPEC, JUAN C. BONILLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0914117,-98.33348509999999",19.0914117,-98.3334851
44678,11 SUR NUMERO 1102 Y 11 ORIENTE,NICOLÁS BRAVO,TEHUACÁN,"NICOLÁS BRAVO, TEHUACÁN, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.4684893,-97.3808206",18.4684893,-97.3808206
44680,"G-726, SAN BARTOLO SUR B 726, INFONAVIT SAN BARTOLO, 72495 PUEBLA, PUE., MÉXICO",INFONAVIT SAN BARTOLO,PUEBLA,"INFONAVIT SAN BARTOLO, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.9916109,-98.2411235",18.9916109,-98.2411235
44683,CARRETERA FEDERAL 150 TEHUACAN - PUEBLA CASETA DE COBRO -76,SANTA MARÍA COAPAN,TEHUACÁN,"SANTA MARÍA COAPAN, TEHUACÁN, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.4285028,-97.4083958",18.4285028,-97.4083958
44687,10 ORIENTE,FRANCISCO SARABIA,TEHUACÁN,"FRANCISCO SARABIA, TEHUACÁN, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.4719474,-97.3908283",18.4719474,-97.3908283
44700,8 OTE 2603 - 26 NTE,RESURGIMIENTO CD NORTE,PUEBLA,"RESURGIMIENTO CD NORTE, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.039764,-98.1779054",19.039764,-98.1779054
44708,CERRADA NIÑOS HEROES 5401 ESQ MORELOS,SAN VICENTE FERRER,TEHUACÁN,"SAN VICENTE FERRER, TEHUACÁN, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.4975401,-97.4151536",18.4975401,-97.4151536
44709,CALLE 8 SUR ESQ 15 PTE,LA INMACULADA,TEHUACÁN,"LA INMACULADA, TEHUACÁN, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.4617929,-97.3906959",18.4617929,-97.3906959
44722,ANDADOR 14 A SUR 11106 DTO 3 ESQUINA 14 A SUR,INFONAVIT SAN JORGE,PUEBLA,"INFONAVIT SAN JORGE, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.9837378,-98.21924729999999",18.9837378,-98.2192473
44728,PLAZA DE SAN DIEGUITO EDIF J1 DEPTO 6 ESQ 32 SUR,UNIDAD INFONAVIT LA MARGARITA,PUEBLA,"UNIDAD INFONAVIT LA MARGARITA, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0050689,-98.18712839999999",19.0050689,-98.1871284
44732,PRIVADA VENUSTIANO CARRANZA 265 ESQUINA PINO SUAREZ,CONJUNTO HABITACIONAL SAN FRANCISCO,CORONANGO,"CONJUNTO HABITACIONAL SAN FRANCISCO, CORONANGO, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.1465397,-98.2858326",19.1465397,-98.2858326
44735,CALLE SAN MARCOS EDIFICIO 718 DEPTO A - SAN FELIPE Y SAN MATIAS,SAN GREGORIO AZTOTOACAN,SAN SALVADOR EL VERDE,"SAN GREGORIO AZTOTOACAN, SAN SALVADOR EL VERDE, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.2716494,-98.49429330000001",19.2716494,-98.4942933
44742,11 SUR FRENTE AL NUMERAL 14709-MARGARITAS,SAN RAMÓN CASTILLOTLA 3RA SECC,PUEBLA,"SAN RAMÓN CASTILLOTLA 3RA SECC, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0887316,-98.1622249",19.0887316,-98.1622249
44749,19 SUR N1701,SANTA ROSA CHAPULAPA,ATLIXCO,"SANTA ROSA CHAPULAPA, ATLIXCO, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.9086592,-98.44652769999999",18.9086592,-98.4465277
44751,AVENIDA SAN FRANCISCO ESQUINA CON RIO CONCHOS,UNIDAD HABITACIONAL FOVISSSTE SAN MANUEL,PUEBLA,"UNIDAD HABITACIONAL FOVISSSTE SAN MANUEL, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0116341,-98.19703589999999",19.0116341,-98.1970359
44756,C 5 DE MAYO 25 ESQ CALLE A TLAXCALA,LAS HUERTAS,PUEBLA,"LAS HUERTAS, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0915478,-98.20273499999999",19.0915478,-98.202735
44768,DE LA PEDRERA ENTRE BOULEVARD NORTE,JOSE CLEOTILDE DE TORRES RAMOS,PUEBLA,"JOSE CLEOTILDE DE TORRES RAMOS, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0704945,-98.2137128",19.0704945,-98.2137128
44768,114 PTE &,AGRÍCOLA IGNACIO ZARAGOZA,PUEBLA,"AGRÍCOLA IGNACIO ZARAGOZA, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.1258325,-98.2240321",19.1258325,-98.2240321
44782,ARTICULO 5 # 19 ESQ CONSTITUYENTE,CONSTITUCIÓN MEXICANA,PUEBLA,"CONSTITUCIÓN MEXICANA, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.9557022,-98.23633749999999",18.9557022,-98.2363375
44793,CORREDOR INDUSTRIAL JOSE MARIA MORELOS,HUEJOTZINGO,HUEJOTZINGO,"HUEJOTZINGO, HUEJOTZINGO, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.1589453,-98.40471629999999",19.1589453,-98.4047163
44801,PRIV ROSAS DEL TEPEYAC N 9 ESQ MIGUEL HIDALGO Y LIBERTAD,INFONAVIT FRACCIONAMIENTO FIDEL VELÁZQUEZ,PUEBLA,"INFONAVIT FRACCIONAMIENTO FIDEL VELÁZQUEZ, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0974037,-98.1968069",19.0974037,-98.1968069
44808,CALLE 16 DE SEPTIEMBRE NUM 160 ENTRE 5 DE MAYO Y BENITO JUAREZ,GUADALUPE MORELOS,ACATZINGO,"GUADALUPE MORELOS, ACATZINGO, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0255554,-97.8041666",19.0255554,-97.8041666
44811,DOMICILIO CONOCIDO,BARRIO TLATEMPA,ZACATLÁN,"BARRIO TLATEMPA, ZACATLÁN, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.9491665,-97.9336111",19.9491665,-97.9336111
44814,CALLE 2 DE ABRIL - COL. LOS MANANTIALES - TLAPEHUALA,TLAPEHUALA,XICOTEPEC,"TLAPEHUALA, XICOTEPEC, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=20.3121878,-98.02845",20.3121878,-98.02845
44830,10 SUR NUM 6353 ESQ 63 Y 65 OTE,LOMA LINDA,PUEBLA,"LOMA LINDA, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=18.9980794,-98.21172879999999",18.9980794,-98.2117288
44831,NO PROPORCIONA,SAN MATEO CUANALÁ,Juan C. Bonilla,"SAN MATEO CUANALÁ, Juan C. Bonilla, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.1101462,-98.34307",19.1101462,-98.34307
44850,E.ZAPATA Y SEGUNDA PRIVADA EMILIANO ZAPATA,ROSAS DEL TEPEYAC,PUEBLA,"ROSAS DEL TEPEYAC, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.099797,-98.19601089999999",19.099797,-98.1960109
44869,VALLE DE SAN JOSE NUM 7009 ESQ OAXACA Y PUEBLA,DEL VALLE,PUEBLA,"DEL VALLE, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0641282,-98.1188372",19.0641282,-98.1188372
44879,104 B ORIENTE 4226 ESQ 46 NORTE,BOSQUES DE SANTA ANITA,PUEBLA,"BOSQUES DE SANTA ANITA, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0797624,-98.13641609999999",19.0797624,-98.1364161
44881,COLONIA TLAMOTOLO,TLALMOTOLO,IXTACAMAXTITLÁN,"TLALMOTOLO, IXTACAMAXTITLÁN, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.5513888,-97.7386111",19.5513888,-97.7386111
44894,REFORMA 118 -- 5 DE MAYO Y 3 NORTE,PUEBLA CENTRO,PUEBLA,"PUEBLA CENTRO, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0437335,-98.1980244",19.0437335,-98.1980244
44912,MORELOS 5,MIGUEL E ABED,PUEBLA,"MIGUEL E ABED, PUEBLA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0811015,-98.2413247",19.0811015,-98.2413247
44924,CALLE MIGUEL ALEMAN NUM 1512 - 15 Y 17 PTE,SAN PEDRO CHOLULA CENTRO,SAN PEDRO CHOLULA,"SAN PEDRO CHOLULA CENTRO, SAN PEDRO CHOLULA, Pue",VIOLACIÓN,"https://www.google.com/maps/search/?api=1&query=19.0765772,-98.30211919999999",19.0765772,-98.3021192
43847,LIBRAMIENTO A LA ALTURA DE LOS VIVEROS,BARRIO SAN JOSÉ,TECAMACHALCO,"BARRIO SAN JOSÉ, TECAMACHALCO, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=18.8812125,-97.7219818",18.8812125,-97.7219818
43849,CAMPO DE FUTBOL LA LADRILLERA,SAN BALTAZAR TEMAXCALAC,SAN MARTÍN TEXMELUCAN,"SAN BALTAZAR TEMAXCALAC, SAN MARTÍN TEXMELUCAN, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=19.2738596,-98.4232201",19.2738596,-98.4232201
43857,CAMPOS DE CULTIVO,ESCAPE DE LAGUNILLAS,CHIETLA,"ESCAPE DE LAGUNILLAS, CHIETLA, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=18.4826102,-98.6603021",18.4826102,-98.6603021
43858,"CAMINO AL RELLENO SANITARIO, FRACCIONAMIENTO. SAN DAMIÁN.",FRACCIONAMIENTO SAN DAMIAN,SAN MARTÍN TEXMELUCAN,"FRACCIONAMIENTO SAN DAMIAN, SAN MARTÍN TEXMELUCAN, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=19.2937506,-98.4242626",19.2937506,-98.4242626
43869,SAN DIEGO 29 ESQ EJIDO Y GRANADA,AMPLIACION VISTA HERMOSA ALAMOS,PUEBLA,"AMPLIACION VISTA HERMOSA ALAMOS, PUEBLA, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=19.0398516,-98.15092609999999",19.0398516,-98.1509261
43870,CALLE GALEANA ESQUINA PERIFERICO,CUAUTLANCINGO,CUAUTLANCINGO,"CUAUTLANCINGO, CUAUTLANCINGO, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=19.1044894,-98.2765151",19.1044894,-98.2765151
43875,CALLE PROFESOR APOLINAR,UNIDAD HABITACIONAL ELBA ESTHER GORDILLO M,SAN MARTÍN TEXMELUCAN,"UNIDAD HABITACIONAL ELBA ESTHER GORDILLO M, SAN MARTÍN TEXMELUCAN, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=19.2897527,-98.4579225",19.2897527,-98.4579225
43876,9 NORTE Y OTE 24,EMILIANO ZAPATA,TEHUACÁN,"EMILIANO ZAPATA, TEHUACÁN, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=18.4752125,-97.3827218",18.4752125,-97.3827218
43878,FRANCISCO I MADERO 117,SAN FRANCISCO OCOTLÁN,CORONANGO,"SAN FRANCISCO OCOTLÁN, CORONANGO, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=19.1384908,-98.28515159999999",19.1384908,-98.2851516
43879,CALLE BUGANBILIAS # 10,LA UNIÓN,ZIHUATEUTLA,"LA UNIÓN, ZIHUATEUTLA, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=20.2622972,-97.872013",20.2622972,-97.872013
43879,CARRETERA A PAJUATA,HUITZILAN DE SERDÁN CENTRO,HUITZILAN DE SERDÁN,"HUITZILAN DE SERDÁN CENTRO, HUITZILAN DE SERDÁN, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=19.9705968,-97.6935142",19.9705968,-97.6935142
43887,CALLE RAFAEL CORTES PONIENTE N0 8,TECALI DE HERRERA,TECALI DE HERRERA,"TECALI DE HERRERA, TECALI DE HERRERA, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=18.9022377,-97.9742086",18.9022377,-97.9742086
43887,COMICILIO CONOCIDO,TEPETLA,ZACATLÁN,"TEPETLA, ZACATLÁN, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=20.0542978,-97.9480675",20.0542978,-97.9480675
43895,CALLE PRINCIPAL ESQ . CALLE SAN FRANCISCO,BUENOS AIRES,PUEBLA,"BUENOS AIRES, PUEBLA, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=20.1533332,-97.74833330000001",20.1533332,-97.7483333
43896,PASTOR ROAUIX ESQUINA VIAS,ESTRELLA DEL SUR,TEHUACÁN,"ESTRELLA DEL SUR, TEHUACÁN, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=18.4448527,-97.38609939999999",18.4448527,-97.3860994
43898,129 B PTE NUM 2913-D ESQ 29 SUR,FRACCIONAMIENTO HACIENDA SANTA CLARA 1RA SECC,PUEBLA,"FRACCIONAMIENTO HACIENDA SANTA CLARA 1RA SECC, PUEBLA, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=18.9819749,-98.27340079999999",18.9819749,-98.2734008
43900,CALLE COLON ENTRE ALA TRISTE Y MORELOS,BARRIO DE CUAUTZOLCO,LIBRES,"BARRIO DE CUAUTZOLCO, LIBRES, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=19.4756482,-97.6832998",19.4756482,-97.6832998
43902,"CALLE NICOLÁS BRAVO NÚM. 51, SECC. 3RA.",TEPANGO CENTRO,TEPANGO DE RODRÍGUEZ,"TEPANGO CENTRO, TEPANGO DE RODRÍGUEZ, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=20.0047824,-97.7973739",20.0047824,-97.7973739
